"","destination","passanger","weather","temperature","time","map","coupon","expiration","gender","age","maritalStatus","Childrennumber","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","click","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"8216","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","Y2","1","0","0","0","1","1"
"8217","No Urgent Place","Friend(s)","Sunny","55","10AM","NAC2","Coffee House","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","Y2","1","1","0","0","1","1"
"8218","No Urgent Place","Friend(s)","Sunny","55","6PM","NAC2","Carry out & Take away","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","Y1","1","1","0","0","1","1"
"8219","No Urgent Place","Friend(s)","Sunny","30","10PM","NAC1","Restaurant(<20)","2h","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","0","0","0","1","0"
"8220","No Urgent Place","Friend(s)","Rainy","55","10PM","NAC2","Bar","2h","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","1","0","0","1","0"
"8221","No Urgent Place","Friend(s)","Snowy","30","10AM","NAC2","Carry out & Take away","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","Y1","1","1","0","0","1","1"
"8222","No Urgent Place","Friend(s)","Snowy","30","10PM","NAC2","Carry out & Take away","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","1","0","0","1","0"
"8223","No Urgent Place","Alone","Sunny","80","10AM","NAC1","Coffee House","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","0","0","0","1","0"
"8224","Home","Alone","Sunny","30","6PM","BCA2","Carry out & Take away","2h","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","Y1","1","1","0","1","0","1"
"8225","Home","Alone","Rainy","55","10PM","BCA1","Coffee House","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","Y1","1","0","0","1","0","1"
"8226","Home","Alone","Snowy","30","6PM","BAC2","Coffee House","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","1","0","0","1","0"
"8227","Home","Alone","Snowy","30","10PM","BAC1","Restaurant(20-50)","2h","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","0","0","0","1","0"
"8228","Home","Alone","Sunny","80","6PM","BCA1","Bar","2h","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","0","0","1","0","0"
"8229","Work","Alone","Rainy","55","7AM","CBA1","Restaurant(<20)","2h","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","1","1","0","1","0"
"8230","Work","Alone","Rainy","55","7AM","CBA2","Restaurant(20-50)","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","1","1","0","1","0"
"8231","Work","Alone","Snowy","30","7AM","CBA1","Restaurant(<20)","2h","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","1","1","0","1","0"
"8232","Work","Alone","Snowy","30","7AM","CBA2","Restaurant(20-50)","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","N","1","1","1","0","1","0"
"8233","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(<20)","1d","Male","50plus","Widowed","0","Some college, no degree","Installation, Maintenance, & Repair","Less than $12,500","1","never","never","1~3","less1","less1","Y1","1","0","0","1","0","1"
"8234","No Urgent Place","Kid(s)","Rainy","55","6PM","NAC2","Carry out & Take away","2h","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","Y1","1","1","0","0","1","1"
"8235","No Urgent Place","Kid(s)","Rainy","55","10PM","NAC2","Bar","1d","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","N","1","1","0","0","1","0"
"8236","No Urgent Place","Kid(s)","Snowy","30","6PM","NAC2","Bar","1d","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","N","1","1","0","0","1","0"
"8237","No Urgent Place","Alone","Sunny","80","10AM","NAC2","Coffee House","1d","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","Y1","1","1","0","0","1","1"
"8238","No Urgent Place","Alone","Sunny","55","6PM","NAC1","Coffee House","2h","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","Y1","1","0","0","0","1","1"
"8239","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(20-50)","2h","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","N","1","1","0","0","1","0"
"8240","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","1d","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","Y1","1","0","0","0","1","1"
"8241","No Urgent Place","Friend(s)","Sunny","30","10PM","NAC1","Restaurant(<20)","2h","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","Y2","1","0","0","0","1","1"
"8242","No Urgent Place","Friend(s)","Rainy","55","10PM","NAC2","Bar","2h","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","N","1","1","0","0","1","0"
"8243","No Urgent Place","Friend(s)","Snowy","30","10AM","NAC2","Carry out & Take away","1d","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","Y2","1","1","0","0","1","1"
"8244","No Urgent Place","Friend(s)","Snowy","30","10PM","NAC2","Carry out & Take away","1d","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","Y2","1","1","0","0","1","1"
"8245","No Urgent Place","Kid(s)","Sunny","80","2PM","NAC1","Restaurant(20-50)","1d","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","N","1","0","0","0","1","0"
"8246","No Urgent Place","Kid(s)","Sunny","55","2PM","NAC2","Coffee House","1d","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","Y1","1","1","0","0","1","1"
"8247","Home","Alone","Sunny","30","6PM","BCA2","Carry out & Take away","2h","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","Y2","1","1","0","1","0","1"
"8248","Home","Alone","Snowy","30","6PM","BAC2","Coffee House","1d","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","Y1","1","1","0","0","1","1"
"8249","Home","Alone","Snowy","30","10PM","BAC1","Restaurant(20-50)","2h","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","N","1","0","0","0","1","0"
"8250","Home","Alone","Sunny","80","6PM","BCA1","Bar","2h","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","N","1","0","0","1","0","0"
"8251","Home","Partner","Sunny","30","10PM","BAC2","Carry out & Take away","2h","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","Y1","1","1","0","0","1","1"
"8252","Work","Alone","Rainy","55","7AM","CBA1","Restaurant(<20)","2h","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","N","1","1","1","0","1","0"
"8253","Work","Alone","Snowy","30","7AM","CBA1","Restaurant(<20)","2h","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","N","1","1","1","0","1","0"
"8254","Work","Alone","Snowy","30","7AM","CBA2","Restaurant(20-50)","1d","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","N","1","1","1","0","1","0"
"8255","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(<20)","1d","Male","50plus","Married partner","1","Graduate degree","Education, Training, & Library","$87,500 - $99,999","1","never","4~8","1~3","4~8","less1","N","1","0","0","1","0","0"
"8256","No Urgent Place","Kid(s)","Rainy","55","6PM","NAC2","Carry out & Take away","2h","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","Y1","1","1","0","0","1","1"
"8257","No Urgent Place","Kid(s)","Rainy","55","10PM","NAC2","Bar","1d","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","N","1","1","0","0","1","0"
"8258","No Urgent Place","Kid(s)","Snowy","30","6PM","NAC2","Bar","1d","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","N","1","1","0","0","1","0"
"8259","No Urgent Place","Alone","Sunny","80","10AM","NAC2","Coffee House","1d","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","N","1","1","0","0","1","0"
"8260","No Urgent Place","Alone","Sunny","55","6PM","NAC1","Coffee House","2h","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","N","1","0","0","0","1","0"
"8261","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(20-50)","2h","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"8262","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","1d","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","N","1","0","0","0","1","0"
"8263","No Urgent Place","Friend(s)","Sunny","30","10PM","NAC1","Restaurant(<20)","2h","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","N","1","0","0","0","1","0"
"8264","No Urgent Place","Friend(s)","Rainy","55","10PM","NAC2","Bar","2h","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"8265","No Urgent Place","Friend(s)","Snowy","30","10AM","NAC2","Carry out & Take away","1d","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"8266","No Urgent Place","Friend(s)","Snowy","30","10PM","NAC2","Carry out & Take away","1d","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"8267","No Urgent Place","Kid(s)","Sunny","80","2PM","NAC1","Restaurant(20-50)","1d","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"8268","No Urgent Place","Kid(s)","Sunny","55","2PM","NAC2","Coffee House","1d","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","N","1","1","0","0","1","0"
"8269","Home","Alone","Sunny","30","6PM","BCA2","Carry out & Take away","2h","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","Y1","1","1","0","1","0","1"
"8270","Home","Alone","Snowy","30","6PM","BAC2","Coffee House","1d","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","N","1","1","0","0","1","0"
"8271","Home","Alone","Snowy","30","10PM","BAC1","Restaurant(20-50)","2h","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","N","1","0","0","0","1","0"
"8272","Home","Alone","Sunny","80","6PM","BCA1","Bar","2h","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","N","1","0","0","1","0","0"
"8273","Home","Partner","Sunny","30","10PM","BAC2","Carry out & Take away","2h","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","Y1","1","1","0","0","1","1"
"8274","Work","Alone","Rainy","55","7AM","CBA1","Restaurant(<20)","2h","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","Y2","1","1","1","0","1","1"
"8275","Work","Alone","Snowy","30","7AM","CBA1","Restaurant(<20)","2h","Female","36","Married partner","1","Associates degree","Healthcare Practitioners & Technical","$75,000 - $87,499","1","less1","never","4~8","1~3","less1","N","1","1","1","0","1","0"
